timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1633548214065,-0.3173828,-0.16015625,0.9511719,-0.4375,0.3125,-0.03125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214073,-0.3232422,-0.15722656,0.93847656,-0.125,0.0,-0.53125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214137,-0.328125,-0.15136719,0.9296875,-0.3125,0.125,-0.28125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214155,-0.32421875,-0.15136719,0.94628906,-0.375,-0.3125,-0.09375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214186,-0.31933594,-0.16308594,0.953125,-0.5625,-0.4375,0.15625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214246,-0.32226562,-0.16601562,0.953125,-0.25,-0.5625,-0.09375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214276,-0.31933594,-0.15722656,0.9404297,-0.3125,0.0,-0.15625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214306,-0.3251953,-0.17285156,0.9550781,-0.375,0.125,-0.34375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214365,-0.31347656,-0.15820312,0.94628906,-0.1875,0.0,-0.59375,-31.5,32.5625,-42.9375,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214397,-0.31835938,-0.15917969,0.9482422,0.0,0.25,-0.09375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214426,-0.3203125,-0.16015625,0.9375,-0.0625,-0.25,-0.15625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214486,-0.32910156,-0.15820312,0.9404297,0.125,0.0,-0.03125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214517,-0.33398438,-0.15917969,0.9433594,0.0625,-0.25,-0.09375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214547,-0.31835938,-0.15722656,0.9394531,-0.1875,-0.0625,-0.09375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214607,-0.3154297,-0.16308594,0.9404297,-0.0625,0.125,0.03125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214637,-0.32910156,-0.16113281,0.93066406,-0.4375,0.1875,0.03125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214667,-0.32226562,-0.16601562,0.9326172,-0.1875,-0.125,-0.53125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214727,-0.32226562,-0.16503906,0.9501953,-0.0625,0.125,-0.46875,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214757,-0.3232422,-0.1640625,0.9453125,-0.0625,0.1875,-0.34375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214788,-0.3330078,-0.16015625,0.94628906,0.15625,0.0625,-0.03125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214846,-0.31640625,-0.15917969,0.953125,0.28125,-0.1875,0.03125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214876,-0.3203125,-0.15136719,0.94433594,0.15625,-0.125,0.28125,-33.625,32.5625,-44.625,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214905,-0.3203125,-0.15820312,0.9423828,0.15625,0.0625,-0.21875,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214968,-0.32226562,-0.15527344,0.95214844,0.0,0.125,-0.21875,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548214997,-0.3173828,-0.1640625,0.95214844,-0.25,0.0,-0.40625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215026,-0.31835938,-0.16503906,0.9423828,-0.0625,0.125,0.09375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215085,-0.31640625,-0.16113281,0.9345703,0.0625,-0.375,0.15625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215116,-0.31933594,-0.16210938,0.94921875,0.0625,-0.125,-0.15625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215145,-0.3173828,-0.16699219,0.9394531,0.21875,0.0,-0.40625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215204,-0.3203125,-0.15039062,0.9501953,-0.3125,0.0,-0.46875,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215237,-0.32128906,-0.15429688,0.9482422,0.125,-0.3125,-0.15625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215266,-0.32226562,-0.15527344,0.93066406,-0.5,-0.25,0.28125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215328,-0.3232422,-0.15625,0.9375,-0.3125,-0.4375,0.4375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215356,-0.3203125,-0.16796875,0.94433594,-0.6875,-0.25,0.28125,-33.625,32.5625,-43.5625,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215389,-0.3203125,-0.16601562,0.9560547,-0.5,-0.125,-0.28125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215446,-0.31640625,-0.16601562,0.9550781,-0.125,-0.25,-0.84375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215476,-0.3310547,-0.16015625,0.9423828,-0.5625,0.25,-0.90625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215505,-0.3232422,-0.16503906,0.9404297,0.53125,-0.5,-0.46875,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215566,-0.3203125,-0.14941406,0.9453125,0.0,-0.375,0.03125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215596,-0.31054688,-0.14550781,0.9482422,0.0,-0.625,0.5,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215626,-0.31347656,-0.16601562,0.9560547,-0.1875,-0.0625,0.3125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215686,-0.3154297,-0.16308594,0.94921875,-0.6875,0.53125,-0.34375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215716,-0.32617188,-0.17089844,0.95410156,-0.25,0.25,-0.84375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215746,-0.33203125,-0.16699219,0.93847656,-0.25,0.0,-0.78125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215806,-0.32226562,-0.16796875,0.9482422,0.40625,-0.75,-0.15625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215836,-0.31835938,-0.15722656,0.94433594,-0.1875,-0.3125,0.09375,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215867,-0.31640625,-0.15429688,0.9482422,0.125,-0.125,-0.65625,-33.75,31.375,-42.375,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215927,-0.3232422,-0.15625,0.93652344,-0.8125,0.0,-0.65625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215956,-0.3251953,-0.16308594,0.9482422,-0.3125,-0.25,-0.65625,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
1633548215988,-0.3125,-0.15820312,0.95703125,-0.6875,-0.25,-0.53125,0.0,0.0,0.0,Thingy,Desk work,31,s1724067,,Thingy_s1724067_Desk work_06-10-2021_20-24-14
