"# PDIoT walking data"
"# Start time: 20180925T200210"
"# Group: A"
"# Subject: Adela"
"# Activity type: Climbing stairs"
"# Sensor position: Wrist"
"# Side of body: Left"
"# Sensor mounting: Body"
"# Number of steps: 100"
"# Notes: "
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1537902133500","59","1.5488281","0.25683594","-0.07421875","134.125","-69.0625","-229.0625"
"1537902134096","60","1.7753906","0.0234375","-0.0126953125","113.3125","-93.625","-262.625"
"1537902134096","61","1.84375","0.080078125","0.0087890625","49.28125","-100.15625","-277.8125"
"1537902134096","62","1.7773438","0.16699219","-0.009765625","-8.71875","-90.625","-287.53125"
"1537902134097","63","1.5976562","0.43554688","0.022460938","-18.03125","-67.78125","-285.75"
"1537902134097","64","1.4628906","0.37890625","0.020507812","51.09375","-66.34375","-270.875"
"1537902134098","65","1.2060547","0.375","0.038085938","33.65625","-62.3125","-245.90625"
"1537902134098","66","0.97753906","0.37109375","-0.05078125","31.53125","-53.15625","-218.375"
"1537902134098","67","0.77734375","0.40527344","-0.1328125","38.09375","-49.0625","-194.625"
"1537902134099","68","0.6699219","0.3173828","-0.055664062","33.90625","-44.78125","-165.78125"
"1537902134293","69","0.9951172","0.24121094","-0.48632812","-30.6875","113.46875","207.09375"
"1537902134296","70","1.171875","0.36621094","-0.4111328","-30.5625","105.65625","238.59375"
"1537902134296","71","1.4541016","0.359375","-0.46777344","6.0625","84.1875","267.28125"
"1537902134296","72","1.5302734","0.21386719","-0.36816406","10.21875","56.78125","300.25"
"1537902134296","73","1.7001953","0.36621094","-0.25976562","-56.5","58.5","320.6875"
"1537902134491","74","1.6230469","0.46484375","-0.27734375","-47.84375","40.59375","309.28125"
"1537902134493","75","1.4355469","0.3173828","-0.28320312","-33.4375","32.375","267.09375"
"1537902134493","76","1.2275391","0.13183594","-0.3154297","-51.1875","30.65625","229.125"
"1537902134493","77","1.1748047","0.09667969","-0.3154297","-52.09375","19.1875","184.34375"
"1537902134690","78","1.0371094","-0.15917969","-0.4189453","-53.4375","9.53125","147.03125"
"1537902134692","79","1.0976562","-0.37304688","-0.3876953","-73.46875","-6.6875","123.78125"
"1537902134693","80","1.2626953","-0.22167969","-0.36914062","-122.09375","-13.28125","105.40625"
"1537902134693","81","1.2177734","0.001953125","-0.31347656","-76.09375","-21.21875","83.75"
"1537902134693","82","1.1210938","0.068359375","-0.3076172","-18.03125","-18.46875","47.6875"
"1537902134892","83","0.89941406","0.14746094","-0.26464844","3.4375","-8.78125","-7.3125"
"1537902134892","84","0.68359375","-0.020507812","-0.14746094","76.5","-11.46875","-69.40625"
"1537902134892","85","0.39648438","-0.103515625","0.111328125","149.25","-27.03125","-114.5625"
"1537902134893","86","0.7949219","-0.25585938","0.0068359375","127.59375","-13.53125","-153.6875"
"1537902134893","87","0.8828125","0.076171875","-0.038085938","156.21875","-25.96875","-166.625"
"1537902135089","88","1.3183594","-0.038085938","0.13183594","179.03125","-50.40625","-194.40625"
"1537902135089","89","1.4804688","0.08691406","0.15429688","135.65625","-68.34375","-233.875"
"1537902135090","90","1.8291016","0.12988281","0.13476562","132.96875","-84.8125","-247.4375"
"1537902135090","91","1.8017578","0.15820312","0.1328125","100.5","-96.71875","-254.75"
"1537902135090","92","1.8076172","0.25585938","0.10253906","73.625","-89.46875","-265.375"
"1537902135289","93","1.7216797","0.22558594","0.11621094","51.59375","-87.625","-266.46875"
"1537902135289","94","1.5888672","0.38671875","0.18554688","40.96875","-79.9375","-262.15625"
"1537902135290","95","1.3916016","0.31054688","0.1796875","59.28125","-75.0625","-254.28125"
"1537902135290","96","1.1552734","0.28125","0.11230469","22.84375","-56.9375","-246.28125"
"1537902135290","97","0.9580078","0.34179688","-0.0146484375","7.09375","-38.4375","-237.25"
"1537902135486","98","0.8378906","0.3125","-0.001953125","22.4375","-25.96875","-211.0"
"1537902135486","99","0.6845703","0.26367188","-0.037109375","40.5625","-13.28125","-168.09375"
"1537902135486","100","0.6191406","0.27441406","-0.103515625","32.0","14.46875","-107.90625"
"1537902135487","101","0.6621094","0.22363281","-0.13867188","-6.5","45.125","-33.875"
"1537902135687","102","0.84375","0.38085938","-0.14648438","-46.25","99.3125","57.75"
"1537902135687","103","0.72265625","0.34277344","-0.38964844","-1.0625","126.46875","129.53125"
"1537902135687","104","0.90625","0.27734375","-0.41796875","-17.6875","130.28125","175.96875"
"1537902135688","105","1.0390625","0.31152344","-0.4169922","9.46875","119.875","221.3125"
"1537902135688","106","1.2636719","0.13671875","-0.51171875","4.53125","105.0","262.21875"
"1537902135688","107","1.4042969","0.11328125","-0.45898438","-38.90625","86.1875","298.59375"
"1537902135885","108","1.6552734","0.25097656","-0.42871094","-67.125","73.8125","328.4375"
"1537902136082","109","1.7099609","0.4140625","-0.45996094","-38.125","49.09375","327.59375"
"1537902136082","110","1.4277344","0.36132812","-0.35742188","-3.15625","28.71875","288.625"
"1537902136083","111","1.3613281","0.35742188","-0.29589844","11.3125","26.1875","219.96875"
"1537902136083","112","1.359375","0.24121094","-0.25976562","2.34375","15.75","135.6875"
"1537902136084","113","1.2685547","0.33691406","-0.26367188","-14.625","12.09375","70.375"
"1537902136085","114","0.9736328","0.36328125","-0.265625","-26.65625","7.15625","21.78125"
"1537902136085","115","0.9296875","0.4189453","-0.28320312","-41.46875","15.8125","-19.65625"
"1537902136086","116","0.875","0.5498047","-0.25585938","9.3125","2.15625","-51.8125"
"1537902136087","117","0.78808594","0.4873047","-0.19433594","107.03125","-12.25","-100.09375"
"1537902136284","118","1.1396484","0.33007812","-0.15722656","166.21875","-33.0","-144.96875"
"1537902136284","119","1.484375","0.23339844","-0.08886719","183.25","-61.25","-176.09375"
"1537902136284","120","1.7695312","0.07519531","-0.0546875","177.6875","-94.46875","-201.40625"
"1537902136284","121","1.7353516","-0.022460938","-0.0048828125","85.96875","-112.40625","-220.6875"
"1537902136284","122","1.4941406","0.10839844","-0.0029296875","28.09375","-103.4375","-237.1875"
"1537902136480","123","1.2890625","0.16601562","-0.02734375","10.875","-94.34375","-244.625"
"1537902136480","124","1.0927734","0.24707031","-0.024414062","23.9375","-81.84375","-240.90625"
"1537902136681","125","1.0908203","0.23828125","-0.009765625","30.53125","-72.8125","-225.46875"
"1537902136681","126","1.0732422","0.20605469","0.020507812","27.1875","-68.34375","-198.65625"
"1537902136681","127","0.9638672","0.21191406","-0.029296875","13.5625","-52.21875","-161.90625"
"1537902136682","128","0.93359375","0.24609375","-0.07421875","14.65625","-30.5625","-111.3125"
"1537902136682","129","0.8886719","0.20996094","-0.11328125","3.3125","-3.84375","-49.5625"
"1537902136682","130","0.8515625","0.21875","-0.14746094","-28.96875","31.15625","16.96875"
"1537902136682","131","0.71484375","0.23828125","-0.25683594","-23.46875","56.59375","80.5"
"1537902136683","132","0.6542969","0.16992188","-0.2626953","-24.5625","79.1875","125.1875"
"1537902136877","133","0.8847656","0.23242188","-0.3671875","-26.65625","76.625","160.40625"
"1537902136878","134","1.03125","0.13085938","-0.32128906","-33.25","67.40625","201.96875"
"1537902136878","135","1.2490234","0.15136719","-0.296875","-69.375","60.4375","238.65625"
"1537902136878","136","1.3232422","0.23046875","-0.2626953","-86.90625","48.0","262.03125"
"1537902136879","137","1.3173828","0.31152344","-0.28222656","-86.53125","43.34375","267.28125"
"1537902137076","138","1.3134766","0.24804688","-0.31054688","-96.21875","28.40625","252.8125"
"1537902137076","139","1.2705078","0.2890625","-0.25195312","-138.53125","16.8125","211.75"
"1537902137076","140","1.1552734","0.28515625","-0.19628906","-137.84375","-5.71875","151.5625"
"1537902137077","141","1.1132812","0.3017578","-0.16601562","-110.625","-7.4375","101.75"
"1537902137078","142","1.2001953","0.390625","-0.11328125","-45.03125","-10.3125","65.3125"
"1537902137275","143","1.1181641","0.41992188","-0.12695312","5.21875","-0.78125","42.59375"
"1537902137276","144","1.1035156","0.32226562","-0.16699219","8.8125","12.71875","30.34375"
"1537902137277","145","1.2597656","0.38671875","-0.22851562","-5.65625","28.03125","18.8125"
"1537902137277","146","1.3115234","0.4921875","-0.24023438","-1.75","27.125","-15.5625"
"1537902137277","147","0.72558594","0.40625","-0.18261719","81.5","20.21875","-84.53125"
"1537902137473","148","0.9980469","0.4140625","-0.18554688","170.1875","13.625","-138.90625"
"1537902137473","149","1.3720703","0.28222656","-0.17480469","198.3125","-11.28125","-180.125"
"1537902137474","150","1.546875","0.15234375","-0.046875","88.59375","-38.0","-216.84375"
"1537902137475","151","1.5380859","0.45898438","-0.040039062","10.53125","-33.625","-249.625"
"1537902137475","152","1.5205078","0.30566406","-0.048828125","51.71875","-49.59375","-269.46875"
"1537902137674","153","1.3173828","0.38476562","-0.068359375","47.625","-50.09375","-274.15625"
"1537902137675","154","1.2138672","0.35351562","-0.080078125","58.0625","-58.46875","-274.84375"
"1537902137675","155","1.1181641","0.2861328","-0.10644531","39.75","-65.34375","-258.71875"
"1537902137675","156","0.9746094","0.34472656","-0.083984375","42.6875","-75.46875","-221.96875"
"1537902137675","157","0.80859375","0.3046875","-0.043945312","31.15625","-55.90625","-166.5625"
"1537902137871","158","0.7080078","0.3330078","-0.103515625","34.875","-28.59375","-103.6875"
"1537902138269","159","0.7060547","0.2529297","-0.08496094","35.3125","-3.15625","-27.53125"
"1537902138269","160","0.8496094","0.23925781","-0.09472656","16.25","27.71875","48.28125"
"1537902138270","161","0.7685547","0.22558594","-0.10839844","-4.1875","53.1875","121.96875"
"1537902138272","162","0.72265625","0.14746094","-0.17773438","-13.09375","76.125","172.96875"
"1537902138273","163","0.91308594","0.14550781","-0.19628906","-25.5","80.8125","216.6875"
"1537902138274","164","1.1542969","0.15039062","-0.20996094","-32.6875","89.375","263.25"
"1537902138274","165","1.5019531","0.16308594","-0.14941406","-69.0","91.25","289.0"
"1537902138274","166","1.5986328","0.3154297","-0.16308594","-117.59375","77.03125","279.25"
"1537902138274","167","1.4482422","0.6503906","-0.27246094","-29.75","35.96875","250.125"
"1537902138466","168","1.0488281","0.35546875","-0.16894531","-75.0","-4.5625","106.5625"
"1537902138467","169","1.1318359","0.15429688","-0.26171875","9.46875","1.1875","52.0625"
"1537902138470","170","1.0068359","0.2734375","-0.19921875","39.9375","7.9375","3.71875"
"1537902138470","171","1.109375","0.41796875","-0.22753906","74.3125","10.6875","-57.0"
"1537902138470","172","0.91796875","0.28125","-0.19433594","70.9375","2.6875","-120.0"
"1537902138666","173","1.0058594","0.234375","-0.13769531","76.75","-0.84375","-184.5625"
"1537902138667","174","1.3095703","0.32910156","-0.13183594","122.53125","-6.6875","-222.71875"
"1537902138668","175","1.6953125","0.15917969","-0.09863281","160.375","-34.34375","-245.125"
"1537902138668","176","1.6640625","0.109375","-0.08886719","112.28125","-55.53125","-257.5625"
"1537902138668","177","1.5917969","0.16015625","-0.0625","87.4375","-67.65625","-265.9375"
"1537902138866","178","1.4882812","0.15917969","-0.051757812","69.0625","-71.34375","-267.09375"
"1537902138867","179","1.3017578","0.23925781","-0.109375","43.96875","-77.5","-259.40625"
"1537902138867","180","1.1591797","0.2265625","-0.07714844","18.40625","-80.4375","-240.96875"
"1537902138867","181","1.0224609","0.30664062","-0.040039062","6.5","-87.875","-215.6875"
"1537902138867","182","0.87402344","0.27539062","-0.044921875","-4.375","-77.875","-179.875"
"1537902139064","183","0.7578125","0.29492188","-0.099609375","-12.3125","-57.21875","-138.84375"
"1537902139064","184","0.6513672","0.32714844","-0.13183594","-11.28125","-35.125","-87.53125"
"1537902139064","185","0.6611328","0.3388672","-0.13183594","7.09375","-6.875","-20.4375"
"1537902139065","186","0.7734375","0.28222656","-0.17675781","14.96875","28.71875","53.71875"
"1537902139065","187","0.77734375","0.24316406","-0.22753906","-11.09375","48.34375","119.625"
"1537902139265","188","0.65527344","0.25195312","-0.3359375","-10.84375","47.125","166.75"
"1537902139265","189","0.7685547","0.15917969","-0.21679688","-23.59375","52.75","204.96875"
"1537902139265","190","1.1992188","0.23730469","-0.21972656","-103.375","73.0625","238.40625"
"1537902139265","191","1.5625","0.36523438","-0.21972656","-114.96875","49.28125","266.84375"
"1537902139265","192","1.5322266","0.4638672","-0.1328125","-92.5625","23.03125","273.5625"
"1537902139461","193","1.4697266","0.4169922","-0.16992188","-54.59375","11.84375","270.5"
"1537902139461","194","1.4003906","0.3203125","-0.25097656","-62.78125","13.09375","247.8125"
"1537902139463","195","1.2558594","0.27246094","-0.25585938","-90.0","2.34375","209.96875"
"1537902139463","196","1.2080078","0.4013672","-0.23144531","-79.09375","-13.53125","163.21875"
"1537902139463","197","1.2451172","0.30664062","-0.2685547","-38.1875","-23.78125","109.75"
"1537902139660","198","1.2333984","0.10839844","-0.3017578","-31.90625","-30.375","85.03125"
"1537902139660","199","1.0703125","0.11816406","-0.35546875","-51.6875","-40.875","82.03125"
"1537902139661","200","0.9580078","0.03125","-0.33984375","-81.875","-30.1875","93.6875"
"1537902139661","201","1.0244141","0.20898438","-0.33984375","-44.65625","-26.34375","68.90625"
"1537902140059","202","1.015625","0.20410156","-0.26660156","16.1875","-19.03125","33.4375"
"1537902140059","203","0.9589844","0.2109375","-0.14453125","55.125","-9.75","0.0"
"1537902140060","204","0.69140625","0.3232422","-0.07128906","93.84375","-7.5","-51.625"
"1537902140060","205","0.79785156","0.35742188","0.043945312","140.71875","1.0625","-98.6875"
"1537902140060","206","1.0380859","0.3251953","0.0625","198.09375","-2.4375","-138.96875"
"1537902140060","207","1.3779297","0.23632812","0.047851562","189.53125","-15.5","-173.6875"
"1537902140061","208","1.5683594","0.19824219","0.030273438","141.1875","-36.0","-201.03125"
"1537902140257","209","1.5917969","0.1640625","0.049804688","51.28125","-37.9375","-234.125"
"1537902140260","210","1.5390625","0.37304688","0.0029296875","29.3125","-25.875","-268.625"
"1537902140260","211","1.4404297","0.45996094","-0.026367188","46.28125","-26.28125","-301.5625"
"1537902140260","212","1.2851562","0.453125","-0.043945312","56.46875","-31.46875","-291.125"
"1537902140260","213","1.1542969","0.55078125","-0.099609375","29.1875","-27.5","-278.3125"
"1537902140260","214","0.9345703","0.60058594","-0.07910156","30.34375","-26.71875","-250.59375"
"1537902140260","215","0.74609375","0.52734375","-0.052734375","46.96875","-23.25","-200.3125"
"1537902140455","216","0.6308594","0.4814453","-0.06933594","38.0625","-11.9375","-130.3125"
"1537902140456","217","0.76660156","0.37890625","-0.07714844","6.96875","9.71875","-49.96875"
"1537902140458","218","0.42382812","0.09472656","0.009765625","16.75","35.90625","34.5625"
"1537902140458","219","0.5439453","0.1171875","-0.053710938","17.0625","84.84375","105.34375"
"1537902140458","220","0.8564453","0.16796875","-0.13476562","42.8125","113.65625","187.25"
"1537902140653","221","1.0791016","0.0859375","-0.30566406","26.21875","116.46875","241.8125"
"1537902140655","222","1.2792969","0.123046875","-0.234375","-14.125","96.4375","277.09375"
"1537902140655","223","1.4189453","0.13574219","-0.2763672","-20.65625","76.8125","303.09375"
"1537902140853","224","1.5761719","0.28320312","-0.30273438","-12.71875","66.25","300.34375"
"1537902140854","225","1.4921875","0.34960938","-0.3076172","28.59375","51.84375","271.0"
"1537902140855","226","1.4277344","0.30078125","-0.26171875","44.8125","59.90625","221.625"
"1537902140855","227","1.4423828","0.34277344","-0.3564453","92.78125","47.8125","162.0"
"1537902140855","228","1.2021484","-0.18945312","-0.34277344","109.28125","42.0625","137.15625"
"1537902140856","229","0.96777344","-0.3251953","-0.4814453","81.1875","28.65625","184.6875"
"1537902140857","230","0.9941406","-0.2109375","-0.5449219","-0.34375","23.46875","166.375"
"1537902141050","231","1.0214844","-0.4921875","-0.5361328","-101.96875","3.4375","130.1875"
"1537902141051","232","1.1552734","-0.12207031","-0.22070312","-50.40625","-47.59375","107.3125"
"1537902141051","233","1.2226562","-0.27441406","-0.099609375","-55.75","-48.25","74.46875"
"1537902141053","234","1.1474609","0.25878906","-0.09277344","-90.6875","-50.875","24.84375"
"1537902141054","235","1.0527344","0.25","-0.08984375","-22.5625","-42.40625","-13.78125"
"1537902141250","236","0.83496094","0.46875","-0.13867188","14.78125","-33.5625","-78.125"
"1537902141251","237","0.9453125","0.23828125","-0.0048828125","87.96875","-41.0625","-139.46875"
"1537902141252","238","1.3798828","0.23046875","-0.14746094","82.96875","-42.09375","-216.375"
"1537902141252","239","1.59375","0.19921875","0.038085938","73.9375","-49.375","-281.90625"
"1537902141252","240","1.9873047","0.22167969","0.056640625","81.5625","-55.65625","-329.21875"
"1537902141448","241","2.0029297","0.15136719","0.0625","97.8125","-67.96875","-345.40625"
"1537902141449","242","2.0029297","0.09277344","0.017578125","64.15625","-75.125","-339.34375"
"1537902141450","243","1.9072266","0.13378906","0.0068359375","10.15625","-69.9375","-321.21875"
"1537902141450","244","1.5917969","0.20410156","-0.0126953125","-22.8125","-43.0625","-306.9375"
"1537902141451","245","1.4609375","0.28808594","-0.048828125","0.4375","-24.28125","-291.375"
"1537902141647","246","1.3798828","0.29785156","-0.045898438","55.9375","-20.25","-265.625"
"1537902141647","247","1.1943359","0.09472656","-0.06542969","61.84375","-21.03125","-231.0625"
"1537902141648","248","0.9404297","0.078125","-0.07519531","19.90625","-10.84375","-185.40625"
"1537902141648","249","0.76464844","0.055664062","-0.16113281","21.8125","12.09375","-126.40625"
"1537902141649","250","0.61816406","-0.055664062","-0.11230469","-7.84375","37.0","-46.9375"
"1537902141848","251","0.4453125","0.09472656","-0.20898438","-5.71875","76.4375","37.90625"
"1537902141848","252","0.45996094","0.05859375","-0.34570312","11.9375","93.46875","116.65625"
"1537902141848","253","0.6591797","0.09082031","-0.265625","-38.78125","112.8125","192.09375"
"1537902141848","254","1.0126953","0.24414062","-0.32714844","-65.28125","123.84375","272.71875"
"1537902141849","255","1.375","0.2529297","-0.31640625","-44.15625","113.84375","341.875"
"1537902142045","256","1.6650391","0.28710938","-0.25683594","-37.03125","96.09375","386.96875"
"1537902142045","257","1.9033203","0.44921875","-0.24902344","-31.40625","83.625","393.6875"
"1537902142045","258","2.0029297","0.45898438","-0.2734375","-25.625","64.40625","358.59375"
"1537902142046","259","1.6181641","0.3017578","-0.24316406","-54.1875","59.59375","280.9375"
"1537902142046","260","1.4638672","0.095703125","-0.3564453","-63.15625","51.96875","210.03125"
"1537902142245","261","1.3564453","0.10839844","-0.35351562","-74.875","26.25","163.21875"
"1537902142246","262","1.1679688","-0.19921875","-0.3876953","-119.0","18.75","157.53125"
"1537902142246","263","1.1123047","0.061523438","-0.41210938","-213.0625","3.0625","112.96875"
"1537902142246","264","1.0800781","0.48535156","-0.30859375","-115.03125","-16.84375","59.34375"
"1537902142246","265","0.96972656","0.3515625","-0.18652344","40.25","-21.28125","16.71875"
"1537902142443","266","0.91308594","0.5058594","-0.107421875","129.0","-24.65625","-35.6875"
"1537902142444","267","0.9003906","0.14648438","-0.045898438","153.21875","-28.375","-84.21875"
"1537902142444","268","0.9404297","0.27539062","-0.055664062","108.65625","-34.96875","-130.25"
"1537902142444","269","1.2392578","0.25683594","9.765625E-4","168.0","-44.90625","-168.4375"
"1537902142445","270","1.6367188","0.1328125","0.020507812","223.40625","-74.75","-208.1875"
"1537902142640","271","1.7910156","0.0087890625","0.125","191.1875","-98.5","-245.90625"
"1537902142641","272","1.7412109","0.05859375","0.030273438","112.4375","-108.1875","-268.1875"
"1537902142642","273","1.6064453","0.29785156","0.08496094","37.1875","-101.65625","-296.25"
"1537902142643","274","1.6367188","0.5058594","0.11425781","80.15625","-78.71875","-304.0625"
"1537902142644","275","1.4736328","0.4736328","0.10058594","143.09375","-90.5","-295.46875"
"1537902142842","276","1.2226562","0.2529297","0.068359375","107.1875","-93.90625","-273.375"
"1537902142843","277","0.9638672","0.4609375","-0.0078125","-1.75","-83.0625","-259.15625"
"1537902142844","278","0.78125","0.56933594","-0.0703125","-26.59375","-64.9375","-247.25"
"1537902142844","279","0.6923828","0.67871094","-0.15234375","-22.1875","-48.25","-236.8125"
"1537902142844","280","0.50390625","0.6611328","-0.119140625","1.5625","-32.8125","-214.59375"
"1537902143039","281","0.3623047","0.52441406","-0.15722656","-21.03125","-16.28125","-158.625"
"1537902143039","282","0.171875","0.5175781","-0.14160156","-50.8125","16.8125","-77.6875"
"1537902143039","283","0.46191406","0.52246094","-0.15625","-34.875","83.09375","9.40625"
"1537902143040","284","0.53125","0.39941406","-0.24707031","62.71875","147.28125","91.8125"
"1537902143040","285","0.8251953","0.16113281","-0.32421875","98.78125","197.96875","159.0625"
"1537902143237","286","0.90234375","0.041992188","-0.22753906","44.75","220.21875","217.96875"
"1537902143237","287","1.1972656","0.16894531","-0.31152344","20.59375","223.34375","270.5"
"1537902143237","288","1.2841797","0.0029296875","-0.34375","27.4375","171.90625","324.09375"
"1537902143435","289","1.7949219","0.13476562","-0.24609375","-31.34375","147.125","359.0625"
"1537902143437","290","1.9433594","0.23730469","-0.21289062","-85.5","121.0625","353.40625"
"1537902143437","291","1.8369141","0.15136719","-0.21191406","-168.96875","102.0","307.4375"
"1537902143438","292","1.5175781","0.36523438","-0.41210938","-193.21875","81.0625","235.65625"
"1537902143438","293","1.1757812","0.52246094","-0.56152344","-40.125","46.03125","168.15625"
"1537902143439","294","0.9716797","0.16015625","-0.33789062","101.71875","18.4375","111.09375"
"1537902143439","295","0.8652344","-0.25585938","-0.32128906","49.71875","8.6875","75.875"
"1537902143634","296","0.85253906","-0.35253906","-0.24902344","-122.53125","-4.4375","65.5"
"1537902143635","297","0.9892578","-0.040039062","-0.3046875","-179.53125","-22.375","37.125"
"1537902143636","298","1.0498047","-0.0703125","-0.31640625","-94.875","-36.78125","30.78125"
"1537902143636","299","0.98828125","0.03125","-0.15136719","-12.125","-39.03125","20.28125"
"1537902143636","300","1.0878906","-0.034179688","0.0546875","59.21875","-31.46875","-2.5625"
"1537902143833","301","1.1914062","-0.030273438","0.080078125","32.25","-17.875","-46.6875"
"1537902143834","302","0.99609375","0.38476562","-0.072265625","81.875","-16.65625","-105.71875"
"1537902143834","303","1.1337891","0.18457031","-0.0078125","164.625","-22.625","-162.84375"
"1537902143834","304","1.4150391","0.103515625","-0.053710938","132.90625","-29.28125","-218.5625"
"1537902143835","305","1.6191406","0.23242188","-0.036132812","132.53125","-43.875","-255.25"
